<<<<<<< HEAD
Scrap_time,Update_time_GMT,Date,Continent_id,Continent,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,SeriousCritical
2020-10-20 22:05:00,19:04,2020-10-20,1,North America,10171306,35691,336029,681.0,6768564,23741,3066713,18967
2020-10-20 22:05:00,19:04,2020-10-20,3,Asia,12686942,89602,226986,1497.0,11085219,88272,1374737,20946
2020-10-20 22:05:00,19:04,2020-10-20,2,South America,9047533,6060,280861,157.0,7980244,2096,786428,17412
2020-10-20 22:05:00,19:04,2020-10-20,4,Europe,7311691,147169,242020,1763.0,3262308,32323,3807363,14014
2020-10-20 22:05:00,19:04,2020-10-20,5,Africa,1671218,6158,40079,88.0,1371706,4555,259433,1941
2020-10-20 22:05:00,19:04,2020-10-20,6,Oceania,34508,31,955,,30755,19,2798,21
2020-10-20 22:05:00,19:04,2020-10-20,7,World,40923919,284711,1126945,4186.0,30499455,151006,9297519,73305
=======
Date,Scrap_time,Update_time_GMT,Continent_id,Continent,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,SeriousCritical
2020-10-20,22:05,19:04,1,North America,10171306,35691,336029,681.0,6768564,23741,3066713,18967
2020-10-20,22:05,19:04,3,Asia,12686942,89602,226986,1497.0,11085219,88272,1374737,20946
2020-10-20,22:05,19:04,2,South America,9047533,6060,280861,157.0,7980244,2096,786428,17412
2020-10-20,22:05,19:04,4,Europe,7311691,147169,242020,1763.0,3262308,32323,3807363,14014
2020-10-20,22:05,19:04,5,Africa,1671218,6158,40079,88.0,1371706,4555,259433,1941
2020-10-20,22:05,19:04,6,Oceania,34508,31,955,,30755,19,2798,21
2020-10-20,22:05,19:04,7,World,40923919,284711,1126945,4186.0,30499455,151006,9297519,73305
>>>>>>> parent of 6e0d6acf... Delete data directory
